doc_id,bow
225,"[(4, 1), (72, 1), (120, 1), (148, 1), (167, 1), (194, 1), (202, 1), (239, 2), (289, 2), (292, 1), (301, 1), (363, 2), (438, 1), (502, 1), (518, 1), (593, 1), (642, 1), (689, 3), (739, 2), (744, 1), (794, 1), (798, 1), (810, 2), (838, 1), (996, 1), (998, 2), (1002, 1), (1056, 1), (1146, 1), (1148, 1), (1156, 1), (1313, 2), (1441, 1), (2142, 1), (2148, 1), (2167, 1), (2202, 1), (2263, 1), (2277, 1), (2381, 2), (2518, 1), (2684, 1), (2935, 1), (3265, 1), (3662, 1), (3855, 1), (4971, 1), (5041, 1), (5898, 1), (6140, 1), (6141, 1), (6142, 1)]"
226,"[(16, 1), (75, 1), (87, 1), (90, 1), (128, 1), (145, 1), (148, 1), (182, 2), (220, 2), (221, 1), (225, 1), (258, 1), (281, 1), (294, 1), (295, 5), (302, 1), (317, 1), (335, 1), (371, 1), (390, 1), (414, 1), (450, 1), (543, 1), (593, 1), (623, 2), (717, 1), (740, 1), (750, 1), (794, 1), (810, 1), (857, 1), (905, 1), (998, 1), (1044, 1), (1108, 1), (1151, 1), (1162, 1), (1186, 1), (1224, 1), (1241, 1), (1244, 1), (1265, 1), (1342, 1), (1371, 2), (1422, 4), (1520, 1), (1672, 2), (1778, 1), (1826, 1), (1983, 1), (2076, 1), (2652, 2), (2840, 1), (3327, 1), (3882, 1), (4415, 1), (5058, 1), (5411, 1), (5477, 1), (5558, 1), (5772, 1), (5898, 2), (6142, 1), (6143, 4), (6144, 1), (6145, 1), (6146, 1), (6147, 1), (6148, 1), (6149, 1), (6150, 1), (6151, 1), (6152, 1), (6153, 1), (6154, 1), (6155, 1), (6156, 1), (6157, 1), (6158, 1)]"
227,"[(13, 1), (26, 1), (31, 1), (81, 1), (89, 1), (107, 1), (126, 1), (148, 2), (163, 6), (169, 2), (258, 4), (292, 3), (337, 1), (371, 1), (374, 1), (447, 1), (465, 1), (593, 1), (653, 1), (721, 1), (763, 1), (810, 2), (862, 1), (1162, 6), (1176, 4), (1244, 1), (1277, 1), (1294, 1), (1342, 1), (1346, 2), (1352, 1), (1396, 1), (1408, 3), (1450, 1), (1550, 1), (1716, 2), (1785, 1), (1818, 1), (2518, 1), (2539, 2), (2714, 1), (4174, 1), (4225, 3), (5784, 1), (6159, 1), (6160, 1), (6161, 1), (6162, 1), (6163, 1), (6164, 1)]"
228,"[(2, 1), (21, 1), (26, 4), (28, 1), (45, 1), (54, 1), (62, 2), (67, 1), (69, 4), (72, 1), (75, 1), (90, 1), (98, 1), (126, 3), (154, 1), (163, 1), (196, 1), (239, 1), (289, 4), (292, 1), (294, 1), (295, 1), (297, 1), (345, 1), (359, 1), (371, 1), (393, 1), (427, 1), (440, 4), (449, 1), (450, 1), (456, 1), (477, 1), (488, 1), (505, 1), (623, 1), (686, 1), (720, 2), (725, 1), (752, 1), (770, 1), (803, 1), (810, 2), (816, 7), (895, 4), (934, 1), (936, 1), (1002, 1), (1007, 1), (1029, 1), (1041, 4), (1052, 1), (1126, 2), (1166, 1), (1168, 1), (1330, 1), (1332, 1), (1382, 1), (1424, 4), (1454, 2), (1532, 1), (1549, 1), (1576, 1), (1721, 1), (1830, 1), (1852, 1), (1950, 1), (1951, 1), (1956, 1), (2296, 6), (2389, 3), (2490, 2), (2762, 4), (2869, 1), (2914, 1), (2962, 1), (3007, 1), (3069, 1), (3080, 1), (3501, 1), (3593, 3), (3626, 2), (3646, 1), (3668, 1), (3676, 2), (3683, 1), (3684, 1), (3890, 4), (4072, 1), (4248, 1), (4306, 1), (4482, 1), (4896, 1), (4898, 1), (5000, 1), (5013, 1), (5159, 1), (5206, 1), (5307, 1), (5698, 1), (5898, 1), (5950, 5), (6099, 1), (6116, 3), (6165, 1), (6166, 1), (6167, 1), (6168, 1), (6169, 1), (6170, 1), (6171, 1), (6172, 1), (6173, 2), (6174, 1), (6175, 1), (6176, 1), (6177, 1), (6178, 1)]"
229,"[(47, 1), (182, 1), (194, 1), (202, 1), (375, 1), (424, 2), (461, 1), (535, 1), (539, 1), (593, 1), (652, 1), (739, 1), (798, 2), (804, 1), (810, 4), (816, 1), (838, 1), (855, 1), (878, 1), (980, 1), (986, 1), (1002, 1), (1047, 1), (1125, 1), (1186, 2), (1373, 1), (1672, 1), (1852, 1), (1863, 1), (1895, 1), (2426, 1), (2652, 1), (2949, 1), (2999, 1), (3560, 1), (3588, 1), (3779, 1), (3890, 1), (4226, 1), (5047, 2), (5701, 1), (5791, 1), (6179, 1), (6180, 1), (6181, 1)]"
230,"[(2, 2), (4, 1), (14, 1), (17, 1), (19, 1), (45, 1), (81, 1), (94, 1), (112, 1), (137, 1), (144, 1), (148, 1), (153, 1), (167, 1), (175, 5), (177, 1), (178, 1), (249, 1), (258, 3), (280, 2), (284, 1), (312, 2), (326, 1), (335, 1), (347, 1), (353, 1), (385, 1), (404, 1), (434, 1), (447, 1), (452, 1), (494, 1), (535, 1), (610, 1), (744, 1), (759, 1), (762, 1), (812, 1), (829, 1), (837, 1), (838, 1), (912, 1), (946, 1), (989, 1), (1168, 1), (1176, 1), (1218, 1), (1236, 1), (1342, 1), (1346, 1), (1378, 1), (1567, 1), (1585, 1), (1631, 2), (1674, 1), (1708, 2), (1747, 2), (1754, 1), (1800, 2), (1879, 1), (1935, 1), (2044, 1), (2125, 1), (2131, 1), (2317, 2), (2332, 1), (2333, 3), (2390, 1), (2408, 1), (2414, 3), (2497, 1), (2505, 2), (2508, 1), (2813, 1), (2876, 1), (2885, 1), (2914, 2), (2980, 1), (3083, 1), (3312, 1), (3715, 1), (3930, 1), (4067, 1), (4080, 3), (4228, 1), (4264, 2), (4302, 2), (4305, 1), (4349, 1), (4358, 1), (4473, 1), (4780, 1), (4781, 2), (4998, 1), (5068, 1), (5559, 1), (5573, 2), (5582, 1), (5645, 1), (6006, 1), (6129, 1), (6131, 1), (6138, 1), (6159, 1), (6182, 1), (6183, 1), (6184, 1), (6185, 1), (6186, 1), (6187, 1), (6188, 1), (6189, 1), (6190, 1), (6191, 1), (6192, 1), (6193, 1), (6194, 2), (6195, 1), (6196, 1), (6197, 1), (6198, 1), (6199, 1), (6200, 1), (6201, 1), (6202, 1), (6203, 1), (6204, 2)]"
231,"[(3, 1), (40, 1), (45, 3), (72, 1), (148, 1), (149, 1), (166, 1), (175, 2), (194, 1), (202, 3), (220, 3), (221, 1), (225, 1), (316, 1), (319, 1), (363, 4), (389, 1), (404, 1), (476, 1), (512, 1), (539, 1), (564, 1), (659, 1), (660, 1), (671, 1), (778, 1), (810, 2), (843, 1), (857, 1), (876, 1), (1084, 1), (1097, 1), (1148, 1), (1149, 1), (1263, 1), (1297, 1), (1351, 1), (1452, 1), (1575, 1), (1580, 1), (1584, 1), (1644, 1), (1665, 1), (1706, 1), (1743, 1), (1860, 1), (1872, 1), (2298, 1), (2383, 1), (2496, 2), (2599, 1), (2657, 1), (2790, 1), (2835, 1), (2993, 1), (3031, 1), (3069, 1), (3265, 1), (3311, 1), (3329, 1), (3425, 1), (3546, 3), (3560, 1), (3600, 1), (3646, 1), (3651, 2), (3668, 1), (3856, 1), (4033, 1), (4049, 1), (4151, 1), (4958, 1), (5015, 1), (5091, 1), (5262, 1), (5263, 1), (5571, 1), (5625, 1), (5712, 1), (6205, 1), (6206, 1), (6207, 1), (6208, 6), (6209, 1), (6210, 1)]"
232,"[(75, 4), (90, 1), (175, 1), (384, 1), (492, 1), (515, 1), (543, 1), (795, 1), (810, 3), (1006, 1), (1030, 1), (1151, 1), (1589, 2), (1684, 1), (1718, 1), (1852, 1), (2148, 1), (2458, 1), (2496, 1), (2844, 1), (2999, 1), (3069, 1), (4401, 1), (4413, 1), (4934, 1), (5609, 1), (5841, 1), (6211, 1), (6212, 1), (6213, 1), (6214, 1), (6215, 1), (6216, 1), (6217, 1)]"
233,"[(37, 1), (44, 2), (45, 1), (48, 1), (55, 1), (86, 1), (112, 1), (127, 1), (128, 1), (203, 3), (212, 1), (220, 2), (222, 1), (225, 1), (299, 1), (330, 1), (434, 1), (549, 1), (710, 1), (750, 1), (810, 2), (816, 6), (822, 1), (860, 1), (928, 1), (1424, 1), (1535, 1), (1749, 1), (1754, 1), (1935, 1), (1937, 1), (2012, 1), (2014, 1), (2338, 1), (2652, 1), (2885, 1), (2930, 1), (2945, 1), (3296, 1), (3552, 1), (3890, 7), (4437, 1), (4934, 1), (4937, 1), (4988, 1), (5036, 1), (5047, 4), (5328, 1), (5888, 1), (5961, 1), (6218, 1), (6219, 1), (6220, 1), (6221, 1), (6222, 1), (6223, 1), (6224, 1), (6225, 2)]"
234,"[(17, 1), (28, 1), (45, 3), (69, 2), (76, 1), (81, 1), (100, 1), (116, 1), (139, 2), (148, 2), (160, 1), (169, 2), (177, 1), (192, 1), (220, 1), (270, 1), (280, 1), (289, 1), (295, 2), (296, 1), (359, 1), (374, 2), (429, 1), (440, 1), (444, 1), (449, 1), (593, 1), (627, 1), (669, 1), (700, 1), (703, 1), (704, 1), (720, 5), (748, 1), (769, 1), (770, 1), (785, 1), (810, 2), (863, 1), (876, 1), (949, 1), (965, 1), (1002, 1), (1168, 1), (1186, 2), (1263, 1), (1266, 1), (1270, 1), (1341, 1), (1348, 1), (1351, 1), (1378, 1), (1494, 1), (1522, 1), (1532, 1), (1644, 1), (1662, 1), (1665, 1), (1686, 2), (1708, 1), (1823, 1), (1852, 1), (1883, 2), (1884, 1), (1946, 1), (1951, 1), (1987, 2), (2007, 1), (2015, 1), (2025, 1), (2222, 1), (2232, 1), (2302, 1), (2337, 1), (2474, 1), (2715, 1), (2973, 1), (3304, 1), (3676, 1), (4189, 1), (4316, 1), (4710, 1), (4975, 1), (5058, 1), (5161, 1), (5179, 1), (5237, 1), (5241, 1), (5306, 1), (5309, 1), (5334, 2), (5339, 1), (5433, 12), (5638, 1), (5865, 1), (6107, 1), (6226, 1), (6227, 1), (6228, 1), (6229, 1), (6230, 1), (6231, 1)]"
235,"[(16, 1), (32, 4), (63, 1), (74, 1), (75, 8), (84, 4), (90, 1), (107, 1), (108, 1), (112, 2), (144, 1), (182, 1), (192, 2), (202, 1), (221, 1), (222, 1), (238, 1), (281, 1), (289, 1), (294, 1), (297, 1), (316, 2), (331, 1), (332, 2), (371, 2), (390, 2), (405, 1), (438, 2), (445, 1), (506, 1), (525, 1), (534, 1), (535, 1), (539, 1), (593, 1), (630, 1), (717, 2), (739, 1), (741, 1), (750, 1), (763, 1), (765, 1), (830, 1), (953, 1), (961, 1), (1120, 1), (1151, 1), (1176, 1), (1282, 1), (1351, 1), (1356, 1), (1435, 1), (1517, 1), (1521, 1), (1526, 1), (1588, 1), (1644, 1), (1701, 1), (1791, 1), (1800, 1), (1868, 2), (1872, 1), (1885, 1), (1931, 2), (2145, 1), (2148, 1), (2155, 1), (2302, 1), (2357, 1), (2482, 1), (2518, 10), (2559, 1), (2657, 1), (2833, 1), (2888, 1), (3008, 1), (3015, 1), (3047, 1), (3053, 1), (3290, 2), (3308, 1), (3310, 1), (3543, 2), (3663, 1), (3790, 1), (3822, 2), (3836, 2), (4079, 1), (4287, 1), (4355, 1), (4478, 1), (4780, 8), (4785, 1), (4985, 1), (5166, 1), (5237, 1), (5392, 1), (5843, 1), (5883, 1), (6232, 1), (6233, 1), (6234, 1), (6235, 1), (6236, 1), (6237, 1), (6238, 1), (6239, 1)]"
236,"[(4, 1), (32, 1), (75, 9), (90, 1), (156, 1), (177, 1), (179, 1), (184, 1), (196, 1), (302, 3), (427, 1), (429, 1), (447, 1), (450, 1), (497, 1), (539, 1), (549, 2), (672, 2), (763, 1), (798, 1), (810, 1), (820, 2), (936, 1), (980, 1), (1066, 1), (1297, 1), (1304, 1), (1690, 1), (1700, 1), (1730, 1), (1753, 1), (1769, 1), (1872, 1), (1956, 1), (2096, 1), (2143, 3), (2145, 1), (2169, 1), (2277, 1), (2383, 2), (2435, 3), (2440, 1), (2518, 1), (2559, 1), (2636, 2), (2702, 1), (2754, 1), (3044, 1), (3053, 1), (3077, 1), (3205, 1), (3311, 1), (3414, 1), (3636, 1), (3782, 1), (3856, 1), (4207, 1), (4228, 1), (4239, 1), (4327, 2), (4532, 1), (4975, 1), (4999, 1), (5000, 1), (5079, 1), (5166, 1), (5747, 1), (5758, 1), (6107, 3), (6212, 1), (6215, 1), (6240, 1), (6241, 1), (6242, 1), (6243, 1), (6244, 1), (6245, 1)]"
237,"[(4, 3), (66, 1), (79, 2), (110, 1), (115, 1), (146, 1), (175, 1), (192, 2), (202, 3), (302, 2), (345, 1), (363, 1), (371, 1), (375, 5), (427, 1), (446, 1), (459, 1), (476, 1), (481, 1), (524, 1), (539, 1), (554, 1), (593, 1), (778, 1), (810, 1), (1059, 1), (1078, 1), (1302, 1), (1346, 1), (1698, 1), (1722, 1), (1833, 1), (1835, 1), (2014, 1), (2154, 1), (2383, 5), (2440, 1), (2457, 1), (2559, 1), (2751, 1), (2837, 1), (2853, 1), (2870, 1), (2886, 1), (3026, 1), (3213, 1), (3308, 1), (3329, 2), (3636, 1), (4207, 1), (4349, 1), (4478, 2), (4482, 1), (5015, 1), (5079, 1), (5093, 1), (5101, 2), (5193, 1), (5256, 1), (5356, 1), (5393, 1), (5435, 3), (5724, 5), (5846, 1), (6043, 1), (6246, 1), (6247, 1), (6248, 1), (6249, 1), (6250, 1), (6251, 1), (6252, 1), (6253, 1), (6254, 1), (6255, 1), (6256, 1)]"
238,"[(19, 2), (44, 1), (153, 1), (297, 1), (434, 1), (513, 1), (549, 1), (567, 1), (744, 1), (810, 2), (854, 1), (873, 1), (890, 1), (891, 1), (902, 1), (911, 1), (980, 1), (1007, 1), (1011, 1), (1057, 1), (1177, 1), (1371, 1), (1439, 1), (1527, 1), (1555, 1), (1576, 1), (1615, 1), (1723, 1), (1826, 1), (2522, 1), (2813, 1), (3267, 1), (3308, 1), (3498, 1), (3795, 1), (3921, 1), (4323, 1), (4461, 1), (4881, 1), (5034, 1), (5130, 1), (5879, 1), (6257, 2), (6258, 1), (6259, 1), (6260, 1), (6261, 1), (6262, 1), (6263, 1), (6264, 1), (6265, 1), (6266, 1)]"
239,"[(29, 1), (45, 1), (128, 1), (139, 1), (166, 1), (175, 4), (176, 2), (194, 1), (202, 1), (218, 1), (220, 1), (403, 1), (408, 1), (421, 1), (447, 1), (478, 1), (486, 1), (489, 1), (494, 1), (514, 1), (529, 1), (559, 1), (638, 1), (643, 1), (709, 1), (727, 1), (744, 2), (750, 1), (759, 1), (770, 1), (775, 1), (779, 2), (798, 1), (810, 1), (848, 1), (911, 1), (1062, 1), (1078, 1), (1098, 1), (1149, 2), (1159, 1), (1317, 1), (1318, 1), (1319, 1), (1330, 2), (1342, 1), (1373, 1), (1452, 1), (1507, 1), (1588, 4), (1614, 1), (1707, 1), (1926, 1), (1960, 1), (2006, 1), (2167, 1), (2174, 1), (2200, 1), (2232, 2), (2245, 2), (2254, 5), (2255, 4), (2256, 1), (2317, 1), (2432, 1), (2467, 1), (2517, 1), (2559, 1), (2639, 1), (2696, 1), (2714, 1), (2727, 1), (2730, 1), (2807, 1), (2897, 1), (3015, 1), (3082, 1), (3202, 1), (3267, 1), (3330, 1), (3531, 1), (3544, 1), (3734, 1), (3735, 2), (3736, 1), (4149, 1), (4348, 1), (4783, 1), (4846, 1), (4958, 1), (5025, 3), (5514, 1), (6154, 1), (6267, 5), (6268, 5), (6269, 1), (6270, 1), (6271, 1), (6272, 1), (6273, 1), (6274, 1), (6275, 1), (6276, 1), (6277, 1), (6278, 1), (6279, 1), (6280, 1), (6281, 1), (6282, 1), (6283, 1), (6284, 1), (6285, 1)]"
240,"[(19, 1), (27, 1), (44, 1), (120, 2), (143, 1), (163, 2), (167, 1), (225, 1), (359, 1), (535, 1), (750, 1), (770, 2), (784, 1), (809, 1), (838, 1), (902, 1), (980, 1), (1120, 1), (1156, 1), (1196, 1), (1216, 1), (1236, 1), (1284, 1), (1316, 1), (1319, 1), (1326, 1), (1351, 1), (1434, 1), (1454, 3), (1516, 1), (1579, 1), (1686, 1), (1718, 1), (1850, 2), (2492, 1), (2854, 1), (2935, 1), (2954, 3), (5060, 2), (5341, 1), (5422, 1), (6226, 1), (6286, 1), (6287, 1), (6288, 1), (6289, 1), (6290, 2), (6291, 1), (6292, 1), (6293, 3), (6294, 1)]"
241,"[(19, 3), (21, 1), (22, 1), (65, 4), (66, 1), (81, 1), (128, 1), (145, 1), (168, 1), (225, 1), (233, 1), (234, 1), (270, 1), (289, 5), (319, 1), (374, 1), (447, 1), (477, 1), (535, 1), (593, 1), (623, 2), (673, 1), (696, 1), (704, 1), (728, 1), (741, 1), (749, 1), (770, 1), (816, 6), (838, 1), (872, 1), (877, 1), (926, 1), (936, 1), (986, 1), (995, 1), (1137, 1), (1224, 1), (1576, 1), (1694, 1), (1699, 1), (1718, 1), (1889, 1), (1951, 1), (2005, 2), (2136, 1), (2231, 1), (2586, 1), (2619, 1), (2935, 1), (3127, 1), (3564, 1), (3668, 1), (3815, 1), (3890, 2), (4069, 1), (4072, 2), (4865, 1), (5047, 1), (5107, 1), (5159, 1), (5740, 1), (6295, 1), (6296, 1), (6297, 3), (6298, 1), (6299, 1), (6300, 1), (6301, 1), (6302, 1)]"
242,"[(2, 1), (7, 1), (32, 2), (45, 3), (50, 1), (57, 1), (65, 1), (74, 1), (81, 1), (104, 5), (163, 1), (166, 4), (202, 1), (220, 1), (222, 1), (274, 1), (289, 1), (311, 1), (315, 1), (319, 1), (349, 1), (358, 2), (446, 1), (447, 1), (448, 1), (477, 1), (539, 1), (567, 1), (655, 2), (659, 1), (687, 1), (720, 1), (739, 2), (749, 1), (770, 1), (779, 1), (876, 1), (1353, 1), (1430, 1), (1434, 1), (1542, 1), (1576, 1), (1684, 1), (1697, 1), (1725, 1), (1801, 1), (1884, 1), (2275, 1), (2496, 4), (2599, 1), (2810, 1), (3308, 1), (3814, 1), (4079, 1), (4385, 1), (4949, 1), (4958, 1), (4965, 1), (4981, 2), (5000, 4), (5061, 1), (5097, 1), (5724, 1), (5733, 1), (6303, 1), (6304, 1), (6305, 1), (6306, 1), (6307, 1), (6308, 1)]"
243,"[(17, 1), (60, 1), (84, 1), (140, 1), (143, 1), (148, 1), (331, 1), (440, 1), (728, 1), (759, 1), (775, 2), (821, 1), (884, 1), (998, 1), (1015, 2), (1129, 1), (1220, 1), (1346, 1), (1684, 1), (1819, 1), (2338, 3), (2450, 1), (2455, 1), (2492, 1), (2652, 1), (2935, 1), (2949, 1), (3516, 3), (3726, 1), (3920, 1), (4049, 1), (4194, 1), (4298, 1), (5477, 1), (5615, 1), (5819, 1), (5991, 1), (6214, 1), (6309, 1), (6310, 1), (6311, 1), (6312, 1), (6313, 1), (6314, 1), (6315, 2)]"
244,"[(17, 1), (32, 1), (44, 4), (50, 2), (72, 1), (75, 2), (81, 1), (85, 1), (93, 2), (100, 1), (107, 1), (120, 1), (125, 1), (128, 1), (134, 1), (148, 2), (155, 1), (177, 1), (204, 1), (258, 4), (289, 1), (292, 1), (337, 1), (404, 1), (410, 1), (429, 3), (435, 1), (442, 2), (447, 1), (494, 1), (535, 1), (539, 1), (569, 1), (609, 1), (610, 2), (626, 1), (770, 1), (785, 2), (810, 1), (857, 1), (869, 1), (892, 1), (986, 1), (1009, 1), (1088, 1), (1099, 1), (1156, 1), (1162, 1), (1172, 1), (1176, 4), (1232, 1), (1268, 1), (1280, 1), (1326, 1), (1408, 1), (1456, 1), (1517, 2), (1532, 2), (1560, 1), (1588, 1), (1589, 1), (1672, 1), (1686, 1), (1698, 2), (1719, 1), (1720, 1), (1732, 1), (1735, 1), (1762, 1), (1776, 1), (1777, 1), (1835, 1), (1873, 2), (1960, 1), (2148, 1), (2265, 1), (2270, 1), (2496, 1), (2559, 2), (2561, 1), (2855, 1), (3047, 1), (3315, 1), (3495, 1), (4030, 1), (4186, 1), (4225, 1), (5147, 1), (5160, 1), (5164, 1), (5200, 1), (5266, 1), (5341, 1), (5432, 1), (5499, 1), (5563, 1), (5644, 1), (5677, 1), (5738, 1), (5871, 1), (6316, 1), (6317, 1), (6318, 1), (6319, 1), (6320, 1), (6321, 1)]"
245,"[(29, 1), (44, 1), (45, 2), (60, 1), (77, 1), (89, 1), (90, 1), (106, 1), (126, 1), (128, 1), (138, 2), (141, 1), (143, 2), (148, 1), (163, 1), (165, 1), (177, 2), (199, 1), (289, 1), (333, 2), (348, 1), (428, 1), (447, 1), (448, 1), (515, 4), (516, 1), (584, 1), (755, 1), (783, 1), (785, 1), (789, 1), (791, 1), (793, 3), (810, 2), (848, 1), (864, 3), (881, 1), (1105, 1), (1210, 1), (1236, 1), (1297, 3), (1312, 1), (1393, 1), (1414, 2), (1456, 1), (1499, 1), (1536, 2), (1769, 1), (1872, 1), (1953, 1), (1984, 1), (2080, 1), (2189, 1), (2486, 1), (3038, 1), (3210, 1), (3254, 1), (3426, 1), (3663, 1), (4174, 1), (4199, 1), (4784, 1), (5297, 1), (6322, 1), (6323, 1), (6324, 1), (6325, 1), (6326, 1), (6327, 1)]"
246,"[(6, 2), (29, 1), (44, 1), (47, 1), (58, 2), (65, 1), (77, 2), (81, 1), (90, 1), (94, 1), (106, 1), (107, 1), (115, 1), (123, 1), (126, 1), (128, 1), (138, 1), (155, 1), (163, 1), (164, 1), (165, 4), (175, 1), (184, 1), (196, 1), (198, 1), (199, 2), (252, 1), (294, 1), (333, 1), (372, 2), (382, 1), (398, 1), (405, 1), (417, 1), (428, 1), (429, 1), (440, 1), (494, 1), (516, 2), (549, 1), (634, 1), (649, 1), (694, 1), (717, 1), (769, 4), (779, 1), (789, 1), (793, 2), (810, 1), (849, 1), (863, 1), (904, 1), (1195, 1), (1243, 1), (1255, 1), (1282, 1), (1297, 3), (1303, 1), (1312, 2), (1313, 1), (1318, 1), (1415, 3), (1534, 1), (1575, 1), (1785, 1), (1800, 1), (1910, 2), (1914, 1), (1953, 1), (1979, 1), (2170, 1), (2454, 1), (2790, 1), (2810, 1), (2856, 1), (3038, 3), (3194, 1), (3218, 1), (3267, 1), (3277, 1), (3308, 2), (3544, 1), (3569, 1), (3702, 3), (3727, 2), (3766, 2), (4292, 1), (4372, 1), (4704, 1), (4781, 1), (4801, 1), (5533, 1), (5684, 1), (6328, 1), (6329, 1), (6330, 1), (6331, 1), (6332, 1), (6333, 1), (6334, 3), (6335, 1), (6336, 1), (6337, 1), (6338, 2), (6339, 1), (6340, 1), (6341, 1), (6342, 2), (6343, 1), (6344, 1)]"
247,"[(44, 1), (72, 1), (81, 1), (89, 1), (90, 1), (121, 4), (126, 1), (146, 1), (148, 2), (153, 1), (157, 1), (163, 3), (165, 1), (167, 1), (177, 1), (220, 2), (245, 1), (281, 1), (289, 1), (295, 1), (315, 1), (354, 1), (359, 1), (364, 1), (380, 1), (390, 1), (400, 1), (406, 2), (414, 1), (427, 1), (429, 1), (439, 1), (466, 1), (543, 1), (551, 1), (572, 1), (600, 1), (720, 2), (739, 1), (779, 1), (877, 1), (881, 1), (909, 1), (1002, 1), (1155, 1), (1203, 1), (1218, 7), (1268, 1), (1313, 1), (1327, 1), (1353, 1), (1366, 7), (1431, 1), (1435, 1), (1441, 1), (1464, 1), (1512, 1), (1514, 1), (1735, 1), (1826, 1), (1879, 1), (1883, 1), (1951, 1), (2206, 1), (2749, 2), (2833, 1), (2929, 1), (2992, 1), (3071, 1), (3199, 1), (3307, 1), (3335, 1), (3388, 1), (3525, 1), (3725, 1), (3790, 1), (4065, 1), (4450, 1), (4482, 1), (4519, 2), (5013, 1), (5019, 1), (5102, 1), (5258, 1), (5306, 1), (5496, 1), (5582, 1), (5682, 1), (5710, 1), (5719, 1), (5912, 1), (5914, 1), (6345, 1), (6346, 1), (6347, 2), (6348, 1), (6349, 4), (6350, 1), (6351, 1), (6352, 1), (6353, 1), (6354, 1), (6355, 1)]"
248,"[(21, 2), (26, 1), (29, 2), (44, 2), (69, 1), (72, 1), (75, 2), (77, 1), (80, 1), (93, 1), (97, 1), (116, 1), (139, 1), (143, 1), (145, 1), (148, 1), (160, 1), (163, 1), (165, 1), (175, 2), (184, 2), (263, 1), (274, 1), (292, 3), (319, 1), (429, 1), (433, 1), (444, 1), (447, 1), (450, 1), (453, 1), (535, 1), (539, 1), (593, 1), (606, 1), (644, 1), (649, 1), (669, 1), (689, 1), (714, 1), (720, 2), (739, 1), (750, 1), (770, 1), (771, 1), (795, 1), (798, 2), (810, 2), (889, 1), (895, 1), (900, 1), (914, 1), (969, 6), (996, 1), (1036, 1), (1099, 1), (1120, 1), (1126, 1), (1146, 1), (1148, 1), (1158, 1), (1178, 1), (1186, 4), (1203, 1), (1240, 1), (1244, 2), (1266, 1), (1285, 1), (1342, 1), (1406, 1), (1454, 4), (1472, 1), (1500, 1), (1530, 1), (1549, 1), (1598, 1), (1673, 2), (1694, 1), (1730, 1), (1732, 1), (1749, 1), (1775, 1), (1796, 1), (1850, 1), (1852, 1), (1857, 1), (1870, 1), (1889, 1), (1910, 1), (2025, 1), (2076, 1), (2167, 1), (2268, 1), (2317, 1), (2426, 1), (2455, 1), (2458, 1), (2560, 1), (2570, 1), (2743, 1), (2756, 1), (2773, 1), (2800, 3), (2833, 1), (2937, 1), (2958, 1), (3038, 1), (3052, 1), (3270, 1), (3427, 1), (3486, 1), (3497, 1), (3544, 1), (3560, 1), (3702, 1), (3739, 1), (3775, 1), (4159, 1), (4196, 1), (4214, 1), (4246, 1), (4362, 2), (4391, 1), (4431, 1), (4707, 1), (5034, 1), (5113, 1), (5132, 1), (5307, 1), (5328, 1), (5651, 1), (5681, 1), (5819, 1), (6293, 2), (6294, 1), (6349, 1), (6356, 1), (6357, 1), (6358, 1), (6359, 1), (6360, 1), (6361, 1), (6362, 1), (6363, 1), (6364, 1), (6365, 1), (6366, 1), (6367, 1), (6368, 1), (6369, 1), (6370, 1), (6371, 1), (6372, 1), (6373, 1), (6374, 1), (6375, 1), (6376, 1), (6377, 1)]"
249,"[(2, 1), (26, 1), (44, 1), (65, 1), (72, 1), (75, 1), (76, 1), (89, 1), (100, 1), (104, 1), (121, 3), (163, 5), (175, 2), (180, 1), (184, 1), (193, 1), (201, 1), (225, 1), (264, 1), (289, 3), (335, 1), (354, 1), (359, 1), (363, 1), (380, 2), (385, 1), (402, 1), (406, 2), (414, 1), (515, 1), (535, 1), (591, 1), (643, 1), (700, 1), (756, 1), (763, 1), (858, 1), (900, 1), (914, 1), (918, 1), (953, 2), (1002, 1), (1015, 1), (1034, 1), (1064, 1), (1127, 1), (1146, 1), (1181, 1), (1297, 1), (1313, 1), (1318, 1), (1319, 1), (1352, 1), (1353, 1), (1364, 1), (1371, 1), (1417, 1), (1540, 1), (1570, 1), (1805, 1), (1873, 1), (1914, 2), (1973, 1), (2373, 1), (2482, 2), (2533, 1), (2599, 7), (2754, 1), (2966, 1), (3308, 3), (3343, 1), (3364, 1), (3584, 1), (3787, 1), (4065, 1), (4077, 1), (4197, 1), (4348, 1), (4391, 1), (4399, 1), (4473, 1), (4481, 1), (4482, 6), (4774, 1), (4937, 1), (4945, 1), (4996, 1), (5023, 1), (5065, 1), (5066, 1), (5505, 1), (5582, 1), (5638, 8), (5701, 1), (5813, 3), (6108, 1), (6177, 1), (6378, 2), (6379, 1), (6380, 1), (6381, 1), (6382, 1), (6383, 1), (6384, 1), (6385, 1), (6386, 1), (6387, 1), (6388, 2), (6389, 1)]"
