doc_id,bow
250,"[(31, 2), (45, 1), (68, 2), (90, 1), (112, 2), (126, 1), (153, 1), (154, 1), (169, 1), (174, 1), (175, 2), (191, 2), (226, 1), (238, 1), (255, 1), (289, 1), (297, 1), (359, 1), (406, 1), (427, 1), (445, 1), (450, 1), (459, 2), (470, 1), (481, 1), (535, 2), (538, 1), (642, 1), (683, 1), (704, 1), (810, 2), (838, 1), (848, 2), (902, 3), (908, 1), (913, 1), (961, 1), (1032, 1), (1044, 1), (1051, 1), (1097, 5), (1125, 1), (1180, 1), (1199, 1), (1366, 1), (1386, 1), (1570, 1), (1660, 1), (1706, 1), (1745, 1), (1769, 2), (1826, 1), (1831, 1), (1873, 1), (2198, 1), (2336, 2), (2351, 2), (2454, 1), (2637, 1), (2828, 1), (2935, 1), (3267, 7), (3280, 1), (3307, 1), (3720, 1), (3742, 6), (4216, 1), (4222, 2), (4362, 1), (4363, 1), (4688, 1), (4863, 1), (5133, 2), (5164, 1), (5204, 1), (5707, 1), (6284, 2), (6390, 2), (6391, 1), (6392, 1), (6393, 1), (6394, 1), (6395, 1), (6396, 1)]"
251,"[(4, 1), (20, 1), (84, 1), (112, 1), (121, 1), (139, 1), (184, 2), (221, 1), (222, 1), (262, 1), (270, 1), (289, 2), (298, 1), (385, 1), (444, 1), (466, 1), (475, 1), (539, 1), (750, 2), (783, 1), (810, 3), (816, 1), (835, 1), (933, 1), (961, 1), (1002, 1), (1186, 1), (1203, 1), (1313, 1), (1451, 1), (1456, 1), (1951, 1), (1954, 1), (2202, 1), (2329, 1), (2401, 1), (2409, 1), (2641, 1), (2644, 1), (2920, 1), (2958, 1), (3532, 1), (3946, 1), (4270, 1), (4641, 1), (4733, 1), (4973, 1), (5066, 1), (5337, 1), (5515, 1), (6025, 5), (6397, 1), (6398, 1), (6399, 1), (6400, 1), (6401, 1), (6402, 1), (6403, 1), (6404, 5), (6405, 1), (6406, 1), (6407, 1), (6408, 1)]"
252,"[(5, 1), (26, 1), (27, 1), (29, 1), (36, 1), (49, 1), (64, 1), (68, 1), (71, 1), (100, 1), (104, 1), (166, 1), (178, 1), (184, 1), (292, 1), (295, 1), (319, 2), (347, 2), (359, 1), (386, 1), (429, 1), (442, 2), (447, 1), (448, 1), (472, 1), (508, 1), (539, 1), (656, 1), (660, 1), (689, 4), (704, 1), (718, 1), (763, 1), (770, 1), (775, 1), (816, 8), (849, 1), (855, 1), (902, 6), (928, 1), (936, 1), (986, 3), (1044, 1), (1120, 1), (1172, 1), (1218, 1), (1268, 1), (1366, 1), (1423, 1), (1534, 2), (1555, 1), (1673, 1), (1677, 1), (1729, 1), (1749, 1), (1801, 1), (1987, 1), (2351, 1), (2364, 1), (2426, 1), (2652, 1), (2759, 1), (3182, 1), (3310, 1), (3662, 1), (3794, 1), (4356, 1), (4688, 1), (5047, 1), (5106, 1), (5112, 1), (5453, 1), (5718, 1), (5730, 5), (6298, 1), (6409, 1), (6410, 1), (6411, 1), (6412, 1), (6413, 1), (6414, 1), (6415, 2), (6416, 2)]"
253,"[(16, 2), (21, 1), (44, 3), (68, 1), (69, 1), (75, 5), (77, 2), (84, 1), (97, 1), (106, 1), (121, 2), (165, 1), (176, 1), (178, 1), (227, 1), (258, 1), (289, 1), (363, 1), (384, 1), (404, 1), (428, 1), (438, 1), (442, 3), (446, 1), (447, 1), (449, 2), (469, 1), (517, 2), (523, 1), (528, 1), (540, 1), (660, 1), (714, 1), (720, 1), (750, 1), (756, 1), (763, 1), (785, 1), (809, 1), (810, 1), (857, 1), (881, 1), (980, 3), (995, 1), (1098, 1), (1156, 2), (1202, 1), (1297, 3), (1302, 1), (1313, 1), (1326, 1), (1330, 1), (1351, 1), (1542, 1), (1782, 1), (1835, 1), (1877, 1), (1884, 1), (1950, 1), (2096, 1), (2125, 3), (2154, 1), (2195, 1), (2198, 1), (2297, 1), (2373, 1), (2378, 1), (2389, 1), (2522, 1), (2820, 1), (2831, 1), (3013, 1), (3205, 1), (3267, 1), (3414, 1), (3512, 1), (4008, 1), (4018, 1), (4302, 1), (4334, 1), (4401, 2), (4449, 2), (4677, 1), (4975, 1), (5000, 1), (5026, 3), (5034, 1), (5061, 1), (5073, 1), (5102, 1), (5165, 1), (5166, 1), (5168, 1), (5241, 1), (5532, 1), (5712, 1), (5732, 1), (5738, 1), (5779, 1), (5791, 1), (5819, 1), (5823, 1), (6109, 1), (6417, 1), (6418, 1), (6419, 1), (6420, 1), (6421, 1)]"
254,"[(18, 1), (23, 1), (45, 2), (53, 2), (66, 1), (82, 1), (90, 1), (163, 1), (164, 1), (175, 4), (191, 1), (203, 1), (220, 3), (225, 1), (297, 1), (408, 2), (440, 2), (460, 1), (477, 1), (481, 1), (554, 1), (564, 1), (608, 2), (614, 5), (643, 1), (755, 1), (771, 1), (791, 1), (810, 1), (881, 1), (934, 1), (1002, 1), (1032, 1), (1044, 1), (1062, 1), (1066, 1), (1126, 1), (1148, 2), (1240, 2), (1270, 1), (1297, 1), (1351, 1), (1414, 1), (1423, 1), (1456, 1), (1649, 1), (1718, 1), (1735, 1), (1831, 3), (1850, 1), (1862, 1), (1908, 1), (1920, 1), (2009, 1), (2195, 1), (2214, 1), (2229, 1), (2232, 1), (2261, 1), (2292, 1), (2317, 5), (2506, 1), (2716, 1), (2727, 1), (2764, 1), (2822, 1), (2895, 1), (2913, 6), (2914, 1), (3031, 1), (3042, 1), (3194, 1), (3232, 7), (3245, 1), (3369, 1), (3401, 1), (3425, 2), (3447, 2), (3588, 1), (3591, 1), (3623, 1), (3899, 1), (4014, 1), (4105, 1), (4342, 2), (4659, 1), (5115, 1), (5161, 1), (5212, 2), (5378, 1), (5478, 4), (5687, 1), (5936, 1), (6228, 1), (6231, 1), (6254, 1), (6422, 1), (6423, 2), (6424, 2), (6425, 1), (6426, 1), (6427, 1), (6428, 1), (6429, 1), (6430, 1), (6431, 1), (6432, 1), (6433, 6), (6434, 2), (6435, 1), (6436, 1), (6437, 1), (6438, 1), (6439, 1), (6440, 7), (6441, 1), (6442, 1), (6443, 2), (6444, 1), (6445, 1), (6446, 1), (6447, 1), (6448, 1)]"
255,"[(4, 1), (13, 1), (17, 2), (30, 6), (63, 1), (100, 1), (148, 2), (178, 1), (196, 2), (222, 1), (282, 1), (301, 1), (359, 2), (523, 1), (564, 1), (595, 1), (608, 1), (649, 1), (696, 1), (739, 1), (765, 1), (770, 2), (789, 1), (809, 1), (810, 1), (819, 1), (820, 1), (836, 1), (884, 1), (909, 1), (946, 1), (969, 2), (986, 1), (987, 1), (1029, 2), (1039, 1), (1044, 1), (1084, 1), (1120, 1), (1152, 1), (1156, 3), (1186, 1), (1195, 1), (1196, 1), (1244, 1), (1255, 1), (1288, 1), (1304, 1), (1397, 1), (1430, 1), (1615, 1), (1664, 1), (1730, 2), (1746, 3), (1839, 1), (1875, 1), (1949, 1), (1956, 1), (2113, 1), (2318, 1), (2338, 1), (2428, 1), (2440, 1), (2496, 1), (2631, 1), (2869, 1), (3267, 1), (3277, 1), (3284, 1), (3329, 1), (3363, 1), (3608, 2), (3750, 1), (3996, 1), (4067, 1), (4639, 1), (4855, 1), (5026, 1), (5093, 1), (5118, 1), (5209, 1), (5342, 1), (5410, 1), (5411, 1), (5679, 1), (5863, 1), (5870, 1), (5993, 1), (6449, 1), (6450, 4), (6451, 1), (6452, 1), (6453, 1), (6454, 1)]"
256,"[(8, 1), (13, 1), (44, 1), (77, 1), (81, 5), (84, 1), (90, 1), (91, 1), (93, 1), (109, 1), (121, 1), (148, 1), (177, 1), (178, 1), (182, 1), (197, 1), (238, 1), (252, 2), (264, 1), (280, 1), (301, 1), (407, 1), (442, 1), (447, 2), (461, 1), (529, 1), (593, 2), (643, 2), (647, 1), (653, 1), (679, 1), (703, 1), (759, 2), (812, 1), (813, 1), (830, 2), (863, 1), (876, 1), (913, 2), (990, 1), (991, 1), (1012, 1), (1047, 1), (1156, 1), (1172, 1), (1186, 1), (1224, 1), (1288, 1), (1351, 1), (1373, 1), (1415, 1), (1441, 2), (1521, 1), (1529, 1), (1736, 1), (1912, 2), (2189, 1), (2198, 1), (2226, 1), (2302, 1), (2376, 2), (2378, 2), (2432, 1), (2435, 1), (2518, 1), (2636, 1), (2754, 1), (2937, 1), (2949, 1), (3307, 2), (3319, 1), (3368, 1), (4052, 1), (4936, 1), (4975, 1), (5133, 1), (5164, 1), (5179, 1), (5208, 1), (5330, 1), (5754, 1), (6024, 1), (6455, 1), (6456, 1), (6457, 1), (6458, 1), (6459, 1), (6460, 1)]"
257,"[(5, 1), (26, 2), (45, 2), (64, 1), (75, 2), (106, 1), (115, 1), (134, 1), (142, 1), (143, 1), (160, 1), (169, 1), (173, 1), (175, 1), (184, 1), (202, 1), (220, 1), (224, 2), (230, 2), (246, 2), (258, 3), (260, 1), (319, 1), (418, 1), (447, 1), (469, 1), (512, 1), (516, 1), (539, 1), (567, 1), (579, 1), (593, 1), (599, 1), (606, 1), (620, 1), (660, 2), (704, 1), (812, 1), (827, 2), (838, 1), (874, 1), (928, 1), (933, 1), (936, 1), (1006, 1), (1050, 1), (1062, 2), (1066, 1), (1169, 1), (1176, 2), (1309, 1), (1312, 1), (1452, 1), (1598, 1), (1730, 1), (1773, 1), (1860, 1), (2113, 1), (2261, 1), (2400, 1), (2431, 1), (2432, 1), (2435, 1), (2438, 1), (2547, 1), (2695, 2), (2800, 1), (2867, 1), (2930, 2), (3038, 1), (3194, 2), (3583, 1), (3663, 2), (3706, 1), (3713, 1), (3784, 1), (4192, 1), (4306, 1), (4312, 1), (4362, 1), (4796, 1), (4813, 1), (4814, 1), (4826, 1), (4837, 1), (5142, 1), (5145, 1), (5161, 1), (5213, 1), (5256, 1), (5344, 1), (5500, 1), (5532, 1), (5658, 1), (6359, 1), (6376, 1), (6461, 1), (6462, 1), (6463, 1), (6464, 1), (6465, 1), (6466, 2), (6467, 1), (6468, 1), (6469, 1), (6470, 1), (6471, 1), (6472, 1), (6473, 1), (6474, 1), (6475, 2), (6476, 1), (6477, 1), (6478, 1), (6479, 1), (6480, 1), (6481, 1), (6482, 1)]"
258,"[(89, 1), (146, 1), (169, 1), (173, 2), (196, 1), (201, 1), (229, 2), (331, 1), (336, 1), (349, 1), (351, 1), (359, 1), (363, 1), (371, 1), (389, 1), (406, 1), (450, 1), (476, 2), (511, 1), (660, 1), (720, 1), (745, 2), (770, 1), (849, 1), (867, 1), (877, 1), (1120, 1), (1353, 2), (1374, 1), (1690, 1), (1723, 1), (1735, 1), (1826, 1), (1951, 3), (2014, 1), (2125, 1), (2329, 2), (2468, 1), (2496, 1), (2581, 1), (2656, 1), (2914, 1), (3052, 1), (3308, 1), (3311, 1), (3546, 1), (3726, 2), (3872, 1), (3890, 11), (4175, 1), (4323, 1), (4433, 1), (4955, 1), (5093, 3), (5159, 1), (5337, 1), (5504, 1), (5608, 1), (5609, 3), (5670, 1), (5683, 1), (5704, 1), (5711, 1), (5740, 3), (5915, 1), (5973, 1), (6483, 1), (6484, 1), (6485, 1), (6486, 1), (6487, 1), (6488, 1), (6489, 1), (6490, 1), (6491, 1)]"
259,"[(44, 1), (73, 1), (74, 1), (85, 1), (93, 1), (148, 1), (163, 4), (178, 1), (184, 1), (393, 1), (461, 1), (515, 1), (626, 1), (643, 1), (689, 3), (793, 1), (823, 1), (833, 1), (889, 1), (900, 2), (913, 1), (980, 1), (1006, 1), (1007, 1), (1011, 2), (1013, 1), (1044, 1), (1084, 1), (1120, 1), (1126, 1), (1176, 1), (1755, 1), (1850, 1), (1857, 1), (1860, 1), (1915, 1), (1943, 1), (2167, 1), (2394, 1), (2432, 1), (2435, 1), (2450, 1), (2492, 1), (2652, 2), (2827, 1), (2831, 1), (2920, 1), (3015, 1), (3053, 1), (3277, 1), (3368, 1), (3573, 1), (4044, 1), (4048, 1), (5026, 1), (5036, 1), (5047, 1), (5133, 1), (5179, 1), (5212, 1), (5256, 1), (5328, 1), (5414, 1), (6415, 1), (6492, 1)]"
260,"[(26, 1), (29, 1), (49, 2), (84, 1), (140, 1), (148, 1), (155, 1), (175, 3), (191, 1), (229, 1), (251, 1), (301, 1), (359, 1), (438, 1), (450, 1), (522, 1), (532, 1), (643, 1), (700, 1), (798, 2), (810, 7), (816, 1), (895, 1), (904, 1), (913, 1), (991, 2), (1011, 1), (1156, 1), (1158, 1), (1168, 1), (1186, 2), (1348, 1), (1377, 1), (1598, 1), (1677, 2), (1786, 1), (1823, 1), (1885, 1), (1951, 1), (2378, 1), (2435, 1), (2533, 1), (2716, 1), (2962, 1), (3278, 2), (3836, 1), (4002, 1), (4224, 1), (4395, 3), (4856, 2), (5034, 1), (5428, 1), (5535, 1), (5791, 1), (6493, 1)]"
261,"[(13, 1), (32, 1), (35, 1), (60, 1), (68, 1), (75, 2), (174, 1), (177, 1), (178, 1), (184, 1), (196, 1), (203, 1), (210, 1), (262, 1), (274, 5), (292, 3), (297, 1), (442, 1), (444, 1), (567, 1), (607, 1), (643, 1), (687, 1), (720, 1), (760, 1), (798, 1), (876, 1), (902, 1), (913, 1), (936, 1), (960, 1), (969, 2), (986, 1), (993, 1), (998, 2), (1007, 1), (1036, 1), (1099, 1), (1120, 1), (1157, 1), (1434, 2), (1464, 1), (1476, 1), (1579, 1), (1672, 1), (1690, 2), (1707, 1), (1787, 1), (1791, 1), (1827, 1), (1870, 2), (1883, 1), (1909, 1), (1914, 1), (1968, 1), (2262, 1), (2336, 1), (2409, 1), (2435, 1), (2535, 1), (2728, 1), (2885, 1), (2994, 1), (3010, 1), (3014, 1), (3280, 1), (3426, 1), (3463, 1), (3480, 1), (3537, 1), (3652, 1), (3663, 1), (3775, 1), (3822, 1), (4280, 1), (4362, 1), (4864, 1), (4987, 1), (5204, 6), (5322, 1), (5453, 1), (5459, 1), (6494, 1), (6495, 1), (6496, 1), (6497, 1), (6498, 1), (6499, 1), (6500, 1), (6501, 1), (6502, 1), (6503, 1), (6504, 1), (6505, 1), (6506, 2), (6507, 1), (6508, 1), (6509, 1), (6510, 1)]"
262,"[(19, 1), (38, 1), (75, 1), (77, 1), (155, 1), (164, 2), (166, 1), (178, 1), (181, 1), (184, 1), (220, 3), (272, 1), (298, 1), (319, 1), (421, 1), (452, 1), (469, 1), (476, 1), (477, 1), (490, 1), (514, 1), (529, 1), (535, 1), (669, 3), (739, 1), (744, 1), (872, 1), (928, 2), (1240, 1), (1303, 1), (1308, 1), (1379, 1), (1469, 2), (1523, 1), (1576, 1), (1708, 1), (1730, 2), (1795, 1), (1835, 1), (2022, 2), (2154, 1), (2286, 2), (2346, 1), (2410, 1), (2420, 1), (2452, 1), (2467, 1), (2655, 2), (2774, 1), (2920, 1), (2938, 1), (3207, 1), (3228, 1), (3265, 1), (3467, 1), (3481, 1), (3555, 1), (3672, 1), (3701, 1), (3958, 1), (4101, 2), (4280, 1), (4325, 1), (5609, 1), (6336, 1), (6511, 1), (6512, 1), (6513, 1), (6514, 1), (6515, 1)]"
263,"[(30, 2), (44, 1), (45, 2), (48, 1), (84, 1), (175, 1), (191, 1), (222, 1), (298, 1), (301, 5), (347, 1), (371, 1), (410, 1), (430, 1), (470, 1), (543, 2), (750, 1), (783, 1), (810, 3), (824, 1), (873, 1), (933, 1), (934, 1), (1007, 1), (1165, 1), (1167, 1), (1189, 1), (1201, 1), (1229, 1), (1232, 1), (1377, 1), (1456, 1), (1672, 1), (1954, 2), (2096, 1), (2190, 1), (2202, 1), (2482, 6), (2779, 1), (2828, 1), (2846, 1), (3014, 2), (3214, 1), (3264, 1), (3739, 1), (3839, 1), (3846, 1), (4048, 1), (4270, 1), (4975, 1), (5091, 1), (5695, 1), (6228, 1), (6516, 1), (6517, 1), (6518, 1)]"
264,"[(8, 1), (31, 1), (44, 1), (47, 1), (65, 1), (69, 1), (85, 1), (104, 1), (116, 1), (128, 1), (163, 1), (164, 1), (165, 3), (167, 1), (175, 2), (182, 1), (244, 1), (295, 1), (374, 1), (417, 1), (419, 1), (486, 1), (494, 1), (503, 1), (535, 1), (626, 1), (643, 2), (649, 1), (651, 1), (706, 1), (812, 1), (836, 1), (849, 1), (869, 2), (881, 3), (902, 2), (947, 1), (1137, 1), (1155, 1), (1229, 1), (1255, 1), (1318, 1), (1322, 1), (1389, 1), (1500, 1), (1506, 1), (1648, 1), (1680, 1), (1873, 1), (1906, 1), (1920, 1), (2096, 1), (2390, 1), (2411, 1), (2635, 1), (3017, 1), (3038, 1), (3267, 1), (3319, 1), (3497, 1), (3544, 1), (3702, 1), (4012, 1), (4141, 1), (4702, 1), (4800, 1), (4826, 2), (5375, 1), (6330, 1), (6519, 1), (6520, 1), (6521, 1), (6522, 1), (6523, 1), (6524, 1), (6525, 1)]"
265,"[(3, 1), (13, 1), (16, 1), (51, 1), (54, 2), (68, 2), (69, 1), (75, 1), (79, 1), (100, 1), (121, 2), (126, 1), (153, 2), (165, 1), (169, 1), (175, 1), (176, 1), (178, 3), (208, 1), (220, 1), (292, 1), (354, 1), (386, 1), (442, 1), (444, 1), (447, 2), (456, 2), (469, 2), (487, 1), (497, 1), (513, 1), (533, 1), (595, 1), (649, 1), (717, 1), (750, 1), (763, 1), (794, 1), (812, 1), (846, 1), (873, 1), (891, 1), (902, 1), (908, 1), (961, 1), (970, 1), (1051, 1), (1163, 1), (1167, 1), (1172, 1), (1211, 1), (1245, 1), (1282, 1), (1297, 1), (1313, 1), (1366, 2), (1516, 1), (1690, 1), (1745, 1), (1763, 1), (1769, 1), (1776, 1), (1823, 1), (1885, 1), (1915, 1), (2154, 1), (2233, 1), (2246, 1), (2402, 2), (2408, 1), (2496, 2), (2505, 2), (2702, 1), (2729, 1), (2790, 1), (2824, 1), (3015, 1), (3638, 2), (4128, 3), (4144, 6), (4159, 1), (4306, 1), (5102, 1), (5634, 1), (6526, 1), (6527, 1), (6528, 1), (6529, 1), (6530, 2), (6531, 1), (6532, 1)]"
266,"[(2, 1), (10, 1), (32, 1), (44, 2), (84, 2), (107, 1), (146, 1), (149, 1), (167, 1), (173, 1), (176, 1), (184, 1), (192, 1), (193, 1), (212, 1), (258, 2), (260, 2), (289, 1), (331, 1), (343, 1), (359, 3), (363, 2), (386, 1), (390, 2), (400, 1), (401, 1), (406, 1), (439, 2), (442, 4), (444, 1), (456, 2), (511, 1), (515, 1), (525, 1), (539, 1), (582, 1), (693, 1), (736, 1), (739, 1), (750, 1), (763, 2), (794, 1), (798, 1), (810, 8), (812, 1), (829, 2), (843, 1), (857, 1), (859, 1), (876, 1), (909, 1), (961, 1), (980, 1), (1007, 1), (1017, 1), (1084, 1), (1118, 1), (1139, 1), (1156, 1), (1162, 2), (1176, 3), (1181, 1), (1186, 2), (1211, 1), (1254, 1), (1288, 2), (1353, 2), (1371, 2), (1398, 1), (1562, 1), (1579, 1), (1589, 1), (1644, 1), (1658, 1), (1672, 1), (1686, 2), (1699, 1), (1883, 1), (1951, 2), (1990, 1), (2125, 1), (2126, 1), (2157, 1), (2232, 1), (2364, 1), (2497, 1), (2505, 3), (2508, 1), (2518, 1), (2822, 1), (2914, 1), (2920, 4), (2926, 1), (2945, 1), (2989, 1), (3277, 1), (3293, 1), (3675, 2), (4197, 1), (4239, 1), (4306, 2), (4348, 1), (4375, 1), (4780, 1), (5061, 1), (5070, 2), (5102, 5), (5118, 2), (5189, 5), (5337, 1), (5582, 1), (5633, 1), (5710, 1), (5711, 2), (5718, 1), (5719, 1), (6106, 1), (6135, 1), (6533, 1), (6534, 1), (6535, 1)]"
267,"[(8, 1), (17, 1), (44, 1), (45, 1), (94, 1), (139, 2), (169, 1), (177, 1), (178, 2), (193, 1), (196, 1), (220, 1), (225, 1), (239, 2), (289, 2), (292, 1), (295, 1), (315, 1), (325, 1), (336, 1), (344, 1), (386, 1), (389, 1), (406, 1), (442, 1), (449, 1), (549, 3), (671, 1), (794, 1), (816, 1), (838, 2), (895, 1), (901, 1), (902, 2), (909, 1), (913, 1), (1002, 1), (1176, 3), (1186, 1), (1254, 1), (1277, 1), (1345, 1), (1454, 3), (1502, 1), (1642, 1), (1732, 1), (1870, 1), (2327, 1), (2389, 1), (2420, 1), (2479, 1), (2490, 1), (2518, 1), (2800, 1), (2920, 1), (2935, 1), (3014, 1), (3268, 1), (3308, 1), (3849, 1), (4353, 1), (4481, 1), (5093, 1), (5312, 1), (5582, 1), (5585, 4), (6536, 1), (6537, 1), (6538, 1), (6539, 1), (6540, 1), (6541, 1), (6542, 1), (6543, 8), (6544, 1), (6545, 1), (6546, 3), (6547, 1), (6548, 1), (6549, 1), (6550, 1), (6551, 1), (6552, 1)]"
268,"[(45, 1), (163, 1), (175, 1), (456, 1), (478, 1), (719, 1), (1060, 1), (1082, 1), (1434, 1), (1472, 1), (1500, 1), (1555, 1), (1588, 1), (1684, 1), (1723, 1), (1915, 2), (1990, 1), (2253, 1), (2297, 1), (2303, 1), (2338, 1), (4532, 1), (5006, 1), (5032, 1), (5313, 1), (6155, 1), (6267, 1), (6408, 1), (6553, 1), (6554, 1), (6555, 1)]"
269,"[(13, 1), (45, 1), (75, 1), (89, 1), (104, 1), (108, 1), (121, 1), (165, 1), (175, 1), (176, 1), (196, 1), (201, 1), (246, 1), (268, 1), (288, 1), (292, 2), (347, 1), (371, 1), (741, 1), (804, 1), (808, 1), (810, 1), (815, 1), (838, 1), (946, 1), (1012, 1), (1122, 1), (1140, 1), (1147, 1), (1151, 1), (1163, 1), (1188, 1), (1232, 1), (1294, 1), (1423, 1), (1431, 2), (1456, 1), (1500, 1), (1550, 1), (1560, 1), (1598, 1), (1675, 1), (1815, 1), (1884, 1), (1912, 1), (2012, 1), (2336, 1), (2390, 1), (2435, 1), (2490, 1), (2496, 1), (2779, 1), (3787, 1), (3866, 1), (3965, 1), (5485, 1), (5677, 1), (5892, 1), (6492, 1), (6556, 1), (6557, 1), (6558, 1)]"
270,"[(4, 2), (8, 1), (13, 1), (44, 2), (45, 1), (53, 1), (63, 2), (69, 1), (75, 1), (77, 1), (84, 2), (139, 1), (148, 1), (160, 1), (162, 1), (163, 1), (165, 1), (174, 1), (175, 1), (182, 1), (194, 1), (196, 2), (220, 2), (274, 1), (289, 1), (295, 4), (302, 1), (312, 1), (407, 1), (426, 1), (428, 1), (429, 1), (461, 1), (515, 1), (539, 1), (558, 1), (593, 1), (659, 1), (689, 2), (704, 1), (728, 1), (763, 1), (789, 1), (803, 1), (881, 1), (898, 1), (1015, 1), (1028, 2), (1042, 1), (1065, 1), (1120, 1), (1158, 1), (1173, 1), (1218, 1), (1226, 1), (1270, 1), (1281, 1), (1287, 1), (1348, 1), (1350, 1), (1407, 1), (1580, 1), (1700, 1), (1852, 1), (1857, 1), (1882, 2), (1910, 1), (1936, 1), (1960, 1), (1983, 1), (1995, 1), (2000, 2), (2124, 1), (2187, 1), (2214, 1), (2375, 1), (2402, 1), (2426, 1), (2428, 1), (2559, 1), (2828, 1), (2882, 1), (2932, 2), (3165, 1), (3220, 2), (3293, 1), (3694, 1), (3847, 1), (3945, 3), (4306, 1), (4362, 1), (5147, 1), (5207, 1), (5250, 1), (5342, 2), (5345, 1), (5414, 1), (5431, 1), (5845, 1), (5995, 1), (6033, 1), (6040, 1), (6236, 1), (6362, 1), (6559, 1), (6560, 1), (6561, 2), (6562, 1), (6563, 1), (6564, 1), (6565, 2), (6566, 1), (6567, 1), (6568, 1), (6569, 1), (6570, 1), (6571, 1), (6572, 1), (6573, 1), (6574, 1), (6575, 1), (6576, 2), (6577, 1), (6578, 1), (6579, 1), (6580, 1), (6581, 6), (6582, 1)]"
271,"[(5, 1), (19, 1), (29, 2), (44, 5), (61, 1), (77, 1), (89, 1), (100, 1), (104, 1), (126, 1), (138, 2), (148, 4), (157, 1), (165, 3), (166, 1), (169, 1), (184, 1), (204, 1), (220, 5), (225, 1), (264, 1), (270, 1), (289, 2), (292, 1), (346, 1), (363, 1), (404, 1), (408, 1), (451, 1), (518, 1), (524, 1), (535, 1), (630, 1), (660, 2), (747, 1), (779, 1), (789, 1), (791, 3), (792, 1), (810, 2), (858, 2), (865, 1), (867, 1), (881, 2), (889, 1), (902, 1), (913, 3), (1002, 1), (1007, 2), (1059, 1), (1064, 2), (1111, 1), (1140, 1), (1148, 1), (1149, 1), (1169, 1), (1203, 1), (1217, 1), (1235, 1), (1236, 1), (1280, 1), (1297, 8), (1299, 1), (1301, 1), (1354, 1), (1371, 1), (1408, 1), (1456, 1), (1464, 2), (1491, 2), (1494, 1), (1625, 1), (1636, 2), (1672, 1), (1757, 1), (1806, 1), (1833, 1), (1879, 1), (2111, 1), (2115, 7), (2150, 1), (2317, 2), (2676, 1), (2726, 1), (2827, 1), (2882, 1), (2913, 1), (3232, 2), (3306, 1), (3316, 1), (3388, 2), (3425, 1), (3648, 1), (3872, 1), (3993, 7), (4032, 1), (4199, 2), (4234, 1), (4306, 2), (4407, 1), (4431, 1), (4450, 1), (4825, 2), (5289, 1), (5313, 1), (5424, 1), (5650, 1), (5709, 1), (6440, 2), (6455, 1), (6583, 1), (6584, 1), (6585, 1), (6586, 1), (6587, 1), (6588, 1), (6589, 2), (6590, 1), (6591, 2), (6592, 2)]"
272,"[(72, 1), (153, 1), (163, 1), (175, 1), (184, 1), (191, 1), (220, 1), (222, 1), (280, 1), (282, 1), (418, 1), (480, 1), (518, 1), (530, 1), (595, 1), (642, 1), (789, 1), (837, 1), (859, 1), (902, 1), (911, 1), (913, 2), (914, 1), (933, 1), (939, 1), (1007, 1), (1044, 1), (1050, 1), (1053, 1), (1072, 1), (1073, 1), (1084, 1), (1097, 1), (1108, 1), (1120, 1), (1157, 1), (1168, 1), (1203, 1), (1218, 1), (1313, 2), (1374, 1), (1533, 1), (1716, 1), (1719, 1), (1747, 1), (1831, 1), (1850, 1), (2007, 1), (2112, 1), (2125, 1), (2131, 1), (2302, 1), (2369, 3), (2455, 1), (2469, 1), (2771, 1), (3213, 1), (3293, 1), (3336, 1), (3595, 1), (3609, 1), (3613, 1), (3675, 1), (3694, 1), (3726, 1), (4063, 1), (4175, 1), (4294, 2), (4481, 1), (4527, 1), (4529, 1), (4696, 1), (4904, 1), (5000, 1), (5021, 1), (5131, 1), (5204, 1), (5353, 1), (5461, 1), (5541, 1), (5579, 1), (5616, 1), (5649, 1), (5654, 1), (6275, 1), (6296, 1), (6311, 1), (6542, 1), (6587, 1), (6593, 1), (6594, 1), (6595, 1), (6596, 1), (6597, 1), (6598, 1), (6599, 1), (6600, 1), (6601, 1), (6602, 1), (6603, 1), (6604, 1), (6605, 1), (6606, 1), (6607, 1), (6608, 1), (6609, 1), (6610, 1), (6611, 1), (6612, 1), (6613, 1), (6614, 1), (6615, 1), (6616, 1), (6617, 2), (6618, 1), (6619, 1), (6620, 2), (6621, 1), (6622, 1), (6623, 1), (6624, 1), (6625, 1), (6626, 1)]"
